Id,Name,Country,Employees,Ownership,Revenue,Industry
445,Duran Ltd,Malaysia,8728,Private,,Financials
446,Johnson and Sons,Hongkong,7695,Public,25455260,Financials
447,Parker-Best,Malaysia,1078,Private,,Financials
448,Wilkins-Hernandez,Malaysia,9886,Public,,Healthcare
449,Russo PLC,Hongkong,2921,Public,90008207,Information Technology
450,Nicholson-Mueller,Hongkong,1107,Public,41522203,Oil & Gas
451,Hull Group,Singapore,262,Private,934403,Healthcare
452,"White, Griffin and Anderson",Thailand,1974,Public,,Education
453,Ruiz PLC,Hongkong,299,Private,956238,Healthcare
454,Ward-Steele,Singapore,,Public,746728,Oil & Gas
455,"Walker, Simmons and Vargas",Singapore,1978,Public,54900810,Healthcare
456,Wallace LLC,Singapore,7479,Public,,Healthcare
457,Johnson Inc,Singapore,,Public,970036,Oil & Gas
458,Richardson-Henderson,Thailand,90,Private,360741,Education
459,Jones Inc,Hongkong,6670,Public,50925507,Education
460,Allen Group,Thailand,221,Private,369804,Financials
461,Fisher-Mcfarland,Malaysia,413,Private,243665,Education
462,"Smith, Carpenter and Le",Singapore,1830,Public,92102065,Information Technology
463,Hoffman-Ware,Hongkong,,Private,773657,Construction
464,"Ball, Burton and Gross",Thailand,5059,Public,13211984,Education
465,"Doyle, Galvan and Morrison",Malaysia,,Public,722743,Financials
466,Hall Ltd,Singapore,218,Private,583496,Financials
467,Taylor Inc,Thailand,8168,Public,42288944,Healthcare
468,Mcfarland Inc,Malaysia,,Public,840215,Construction
469,Barnes Ltd,Malaysia,2218,Public,60440414,Healthcare
470,"Johnson, Bates and Cortez",Hongkong,1284,Private,,Education
471,Bailey-Graves,Singapore,2760,Public,45600566,Financials
472,Johnson and Sons,Singapore,,Public,239041,Healthcare
473,"Newman, Chambers and Thornton",Malaysia,473,Private,347665,Oil & Gas
474,"Shelton, Dickerson and Neal",Thailand,2869,Public,89247799,Healthcare
475,"Berry, Atkins and Jones",Thailand,8234,Public,16120388,Financials
476,Powell-Boyd,Singapore,3389,Public,18881175,Education
477,Evans-Mueller,Malaysia,,Private,471932,Financials
478,Horton-Luna,Malaysia,2911,Public,,Construction
479,Thompson-Francis,Hongkong,8120,Public,16041407,Education
480,Gregory-Tucker,Thailand,8342,Public,99393345,Education
481,"Brown, Lynch and Harrison",Hongkong,,Public,399618,Financials
482,Mcdonald-Jones,Hongkong,156,Private,862913,Information Technology
483,"Wilson, English and Holden",Thailand,3870,Private,,Oil & Gas
484,"Clark, Klein and Conley",Malaysia,,Public,399261,Information Technology
485,Reyes Ltd,Singapore,4133,Public,56987388,Education
486,Shannon and Sons,Hongkong,7572,Public,69284365,Information Technology
487,"Harris, Arnold and Johnson",Hongkong,408,Private,420804,Information Technology
488,"Oliver, Jenkins and Jenkins",Singapore,9766,Private,,Education
489,"Stevens, Ramos and Ryan",Hongkong,,Public,661958,Information Technology
490,Smith-King,Malaysia,365,Private,481115,Construction
491,"Collier, Simpson and Torres",Singapore,156,Private,387488,Oil & Gas
492,Turner and Sons,Thailand,3167,Public,,Information Technology
493,Burnett LLC,Thailand,,Public,971004,Oil & Gas
494,"Williamson, Jefferson and Bates",Singapore,311,Private,267664,Education
495,Smith-Bonilla,Hongkong,,Private,940851,Education
496,Bailey PLC,Thailand,5121,Public,90616224,Information Technology
497,Wilson and Sons,Singapore,,Private,985957,Information Technology
498,Norman-Phillips,Thailand,6435,Private,,Education
499,Hunt-Gordon,Thailand,6011,Public,,Education
500,Carlson Ltd,Thailand,189,Private,117286,Financials
501,Thompson and Sons,Hongkong,238,Public,,Information Technology
502,Nelson Inc,Hongkong,4527,Private,,Oil & Gas
503,"Thompson, Michael and Hughes",Thailand,7832,Public,,Oil & Gas
504,Scott Inc,Thailand,2083,Public,44925884,Education
505,Wright-Flores,Thailand,8360,Public,75050801,Oil & Gas
506,Perez and Sons,Hongkong,1344,Public,54798629,Construction
507,"Mccullough, Ortega and Nelson",Hongkong,8070,Public,,Healthcare
508,"Gray, Lopez and Williams",Malaysia,7785,Public,77989305,Oil & Gas
509,"Bell, Gutierrez and Peterson",Singapore,6852,Public,91531047,Financials
510,Mckay Ltd,Thailand,6041,Public,34914051,Information Technology
511,Weiss-Robinson,Hongkong,,Public,876257,Financials
512,Byrd-Romero,Hongkong,3621,Public,63493070,Financials
513,Hill Ltd,Thailand,462,Private,798462,Oil & Gas
514,Aguilar-Jones,Hongkong,6391,Public,,Construction
515,Chavez-Thomas,Hongkong,9540,Private,,Information Technology
516,Ramirez Group,Thailand,,Public,358092,Healthcare
517,"Williams, Ward and Hughes",Singapore,,Private,270617,Oil & Gas
518,Moore LLC,Thailand,,Public,890282,Construction
519,Summers-Flores,Hongkong,139,Private,718855,Construction
520,"Frost, Johnson and Robinson",Hongkong,163,Private,432686,Oil & Gas
521,"Gonzales, Smith and Dixon",Singapore,9095,Public,52213082,Construction
522,Cervantes Group,Malaysia,5852,Public,79164317,Education
523,Young PLC,Thailand,403,Private,495174,Healthcare
524,York-Foster,Malaysia,2908,Public,,Information Technology
525,"Nielsen, Hernandez and Bailey",Thailand,1062,Public,,Oil & Gas
526,Lopez-Norris,Thailand,,Private,107227,Oil & Gas
527,Hamilton PLC,Malaysia,5333,Private,,Financials
528,Phillips PLC,Thailand,,Private,150694,Construction
529,Patterson-Bowman,Singapore,,Private,515134,Construction
530,Young and Sons,Hongkong,6768,Public,71828965,Healthcare
531,Scott Ltd,Hongkong,2928,Private,,Information Technology
532,Lee Inc,Malaysia,,Public,123097,Financials
533,"Allen, Paul and Medina",Hongkong,,Public,496371,Oil & Gas
534,"Davenport, Johnson and Berry",Thailand,543,Public,,Oil & Gas
535,"Porter, Barron and Forbes",Thailand,7115,Public,89817320,Education
536,Morris LLC,Thailand,,Public,502974,Education
537,Horton-Payne,Malaysia,8106,Public,86816698,Information Technology
538,Marks Inc,Singapore,167,Private,309669,Healthcare
539,"Love, Moore and Mann",Singapore,,Public,982109,Financials
540,Mann-Nichols,Singapore,144,Private,924822,Construction
541,Smith PLC,Malaysia,127,Private,575446,Oil & Gas
542,Spencer Ltd,Thailand,225,Private,288897,Financials
543,"Mooney, Arnold and Harvey",Malaysia,302,Private,700674,Education
544,"Weeks, Holmes and Pittman",Singapore,8556,Public,,Education
545,"Barton, Fuller and Lowe",Hongkong,1788,Private,,Healthcare
546,Johnson-Robinson,Malaysia,526,Private,,Education
547,"Oneill, Wilson and Myers",Singapore,222,Private,884172,Healthcare
548,Carr-Jones,Hongkong,410,Private,705332,Education
549,Edwards-Wilkinson,Singapore,244,Private,567557,Construction
550,Garcia Inc,Thailand,3587,Public,83387077,Financials
551,Hull-Mcdaniel,Hongkong,474,Private,907946,Healthcare
552,Barnett Inc,Hongkong,,Public,898587,Healthcare
553,"Wells, Curtis and Hill",Hongkong,9598,Public,94763099,Healthcare
554,Taylor Ltd,Hongkong,5572,Public,35096444,Education
555,"Cervantes, Harrell and Boyle",Singapore,8497,Public,,Healthcare
556,Anderson and Sons,Singapore,2826,Public,14581541,Healthcare
557,Cox and Sons,Singapore,2595,Public,51753408,Information Technology
558,"Weber, Ford and Tanner",Malaysia,628,Public,,Information Technology
559,Vasquez-Ramirez,Thailand,,Private,205879,Construction
560,"Lozano, Guerra and Randall",Malaysia,119,Private,894843,Oil & Gas
561,Willis Group,Thailand,7063,Public,,Education
562,Anthony-Clark,Malaysia,,Public,298672,Construction
563,"Cardenas, Fields and Powell",Thailand,,Private,213509,Oil & Gas
564,King-Watts,Malaysia,2450,Public,72278848,Education
565,Brooks-Perkins,Hongkong,8697,Private,,Financials
566,Garcia-Guerrero,Hongkong,,Public,199576,Financials
567,"Montgomery, Murillo and Hill",Singapore,9298,Public,,Information Technology
568,Dixon-Wheeler,Singapore,237,Private,237309,Education
569,Caldwell and Sons,Thailand,2296,Public,77853693,Education
570,Rivera Inc,Hongkong,7005,Private,,Construction
571,Anderson-Herrera,Malaysia,,Public,589667,Oil & Gas
572,Pittman Group,Thailand,,Private,109709,Education
573,Barber-Williams,Singapore,2072,Public,24832724,Financials
574,Zimmerman Inc,Malaysia,7284,Public,,Construction
575,Yang Group,Malaysia,2776,Public,,Financials
576,Daniels Inc,Malaysia,3692,Public,89633996,Financials
577,"Richardson, Mcclain and Chavez",Malaysia,2660,Private,,Information Technology
578,Watson-Sharp,Thailand,4142,Public,51132035,Information Technology
579,Lee-Bowers,Thailand,5583,Private,,Information Technology
580,Brown-Stewart,Thailand,8674,Public,39751935,Oil & Gas
581,Brown-Smith,Singapore,175,Private,252995,Education
582,Salazar-Hernandez,Hongkong,4389,Public,50595774,Construction
583,"Powers, West and Simon",Malaysia,,Public,978535,Oil & Gas
584,Bean Inc,Thailand,1614,Public,63303587,Healthcare
585,"Buckley, Mcpherson and Davis",Hongkong,8364,Public,,Information Technology
586,Clark-Smith,Singapore,7214,Public,23801527,Construction
587,"Cox, Robinson and Jones",Singapore,6262,Private,,Education
588,Griffin-Green,Hongkong,5833,Private,,Construction
589,Vasquez Inc,Hongkong,7198,Public,30135766,Oil & Gas
590,Aguirre-Willis,Malaysia,437,Private,829051,Healthcare
591,"Good, Ruiz and Jacobson",Hongkong,279,Private,317446,Education
592,"Gibson, Pittman and Anderson",Malaysia,7366,Private,,Financials
593,"Chan, Hickman and Castillo",Thailand,175,Private,870088,Construction
594,"Chambers, James and Ramirez",Hongkong,3876,Public,,Construction
595,Williams and Sons,Thailand,5645,Public,70620595,Construction
596,"Phelps, Brown and Romero",Malaysia,,Public,156200,Healthcare
597,Glover LLC,Hongkong,5095,Public,,Healthcare
598,Bennett-Adams,Malaysia,227,Private,266879,Healthcare
599,"Johnston, Wilson and Acosta",Malaysia,,Public,219479,Oil & Gas
600,Willis-Hampton,Thailand,159,Private,854140,Information Technology
601,"Hudson, Hernandez and Murray",Hongkong,,Public,578223,Healthcare
602,Williams Ltd,Thailand,114,Private,841957,Education
603,Lee-Marshall,Malaysia,5183,Public,67997095,Construction
604,Mcgee-Hernandez,Singapore,5275,Public,,Healthcare
605,Davis LLC,Singapore,7127,Private,,Oil & Gas
606,"Oconnor, Gomez and Salas",Thailand,4730,Public,59555752,Information Technology
607,Robinson-Sanchez,Thailand,2480,Private,,Oil & Gas
608,Gonzalez Group,Malaysia,6762,Public,26663169,Education
609,"Bullock, Roberson and Smith",Hongkong,437,Private,733068,Education
610,Mccoy-Reed,Thailand,1707,Private,,Oil & Gas
611,"Robertson, Harris and Welch",Thailand,367,Private,916958,Construction
612,"Salazar, Thomas and James",Malaysia,8209,Public,49285870,Financials
613,Mason-Thompson,Malaysia,7003,Private,,Oil & Gas
614,Molina-Munoz,Singapore,500,Private,665465,Education
615,Hernandez Group,Singapore,4654,Public,53442727,Financials
616,Mcdonald Ltd,Thailand,71,Private,219552,Financials
617,Carter-Johnston,Thailand,162,Private,347331,Financials
618,Jones-Hudson,Thailand,321,Private,157613,Financials
619,Jones-Hall,Thailand,4658,Public,,Healthcare
620,"Castro, Sims and Stone",Thailand,,Private,703699,Education
621,Lewis Ltd,Hongkong,4707,Public,16661884,Healthcare
622,Brown-Hamilton,Malaysia,149,Private,704533,Healthcare
623,"Thomas, Best and Walters",Thailand,139,Private,418801,Construction
624,Torres and Sons,Malaysia,190,Private,122105,Construction
625,Murphy-Davidson,Thailand,,Private,733700,Healthcare
626,"West, Stafford and Harvey",Malaysia,,Public,900819,Information Technology
627,Brown-Cox,Singapore,72,Private,245208,Construction
628,Kennedy-Collins,Singapore,3967,Public,,Education
629,"Ward, Murray and Wang",Hongkong,6366,Public,,Healthcare
630,Welch-Salazar,Hongkong,4882,Private,,Education
631,Walter Ltd,Malaysia,5257,Public,19238419,Construction
632,Lucas-Medina,Hongkong,,Public,424084,Healthcare
633,Rodriguez-Hawkins,Hongkong,377,Private,807114,Construction
634,"Wagner, Johnson and Wu",Hongkong,5453,Public,39268752,Oil & Gas
635,Bell Inc,Singapore,184,Private,350651,Information Technology
636,Taylor LLC,Singapore,254,Private,571459,Education
637,Moss and Sons,Thailand,6520,Public,88689680,Construction
638,Perez-Daniels,Singapore,4272,Public,76311962,Education
639,"Morrison, Morales and Villarreal",Singapore,3631,Private,,Information Technology
640,Owens Inc,Malaysia,234,Private,974249,Financials
641,"Black, Walker and Clark",Singapore,4122,Public,41165730,Construction
642,"Cook, Watson and Jackson",Malaysia,7150,Public,,Construction
643,"Carpenter, Pollard and Alexander",Malaysia,1250,Private,,Information Technology
644,"Lloyd, Obrien and Pearson",Hongkong,8269,Public,67997239,Construction
645,"Hunter, Wright and Taylor",Malaysia,5842,Public,,Financials
646,Richards-Hall,Thailand,3003,Public,84802784,Education
647,Valencia Ltd,Singapore,4456,Public,,Healthcare
648,Moses-Blackwell,Malaysia,4913,Private,,Information Technology
649,Shah Group,Hongkong,481,Private,148627,Healthcare
650,Gomez-Cox,Hongkong,400,Private,476829,Construction
651,"White, Miles and Hunt",Hongkong,61,Private,572736,Oil & Gas
652,Brown-Wong,Singapore,,Private,683625,Oil & Gas
653,"Hernandez, Rodgers and Lynch",Thailand,477,Private,594422,Education
654,"Sullivan, Vasquez and Martin",Hongkong,,Public,129801,Construction
655,Hicks-Mendez,Malaysia,,Public,776958,Healthcare
656,"Padilla, Gray and Hoffman",Thailand,6644,Public,,Education
657,"Wilson, Boyd and Rivera",Malaysia,,Public,119934,Information Technology
658,Sherman Inc,Singapore,2154,Public,27683188,Oil & Gas
659,"Gallegos, Scott and Hayes",Malaysia,4385,Public,,Financials
660,Mccoy-Patton,Malaysia,426,Private,849745,Information Technology
661,Beasley LLC,Singapore,359,Private,286080,Information Technology
662,Duncan-Pitts,Hongkong,313,Private,,Construction
663,Mcdonald-Greene,Singapore,5031,Public,,Education
664,"Cantu, Gilmore and Moore",Hongkong,4850,Public,27197163,Oil & Gas
665,Hayden-Ritter,Malaysia,4084,Public,,Healthcare
666,Harris-Wilkins,Singapore,256,Private,356413,Construction
667,Mercado Ltd,Thailand,360,Private,288933,Financials
668,"Baird, Hines and Oliver",Hongkong,2055,Public,,Oil & Gas
669,"Calderon, Orozco and Vega",Thailand,9723,Public,91796531,Education
670,"Coleman, Gates and Lara",Malaysia,3497,Private,,Oil & Gas
671,Vargas and Sons,Thailand,6893,Private,,Financials
672,Malone-Cunningham,Hongkong,176,Private,380559,Information Technology
673,Clark-Jenkins,Malaysia,6169,Public,,Healthcare
674,"Harper, Edwards and Tanner",Hongkong,476,Private,959841,Education
675,Harrell Group,Hongkong,4463,Public,55857702,Construction
676,Franco-Walls,Malaysia,1415,Public,45739591,Financials
677,Rodriguez PLC,Thailand,5076,Public,46524695,Construction
678,Harvey-Brown,Thailand,,Private,973136,Oil & Gas
679,"Rubio, Lopez and Hernandez",Hongkong,5179,Public,79174996,Construction
680,Horn Inc,Hongkong,3892,Public,,Information Technology
681,Baker-Austin,Malaysia,2264,Public,73793613,Education
682,"Powell, Forbes and Mason",Malaysia,438,Private,899701,Oil & Gas
683,Russell Group,Malaysia,2054,Public,67792253,Information Technology
684,House Inc,Hongkong,,Public,928540,Construction
685,Bell-Reed,Malaysia,,Private,625964,Oil & Gas
686,Solis-Clark,Singapore,472,Private,283547,Construction
687,Odonnell LLC,Thailand,7586,Public,,Education
688,Oliver Inc,Malaysia,5360,Public,42309198,Financials
689,Sanchez-Meyer,Hongkong,,Public,616657,Education
690,"Goodman, Owens and Goodwin",Hongkong,488,Private,829084,Oil & Gas
691,Fitzgerald Inc,Thailand,2333,Public,38939742,Information Technology
692,"Mckenzie, Bass and Ortiz",Thailand,3018,Public,,Construction
693,"Curry, Sullivan and Robertson",Thailand,,Private,672303,Financials
694,Johns-Dougherty,Hongkong,1689,Private,,Education
695,Vasquez-Mullen,Malaysia,,Public,701069,Construction
696,Scott LLC,Malaysia,460,Private,430615,Education
697,Roberson-James,Singapore,,Public,903764,Information Technology
698,"Cabrera, Watkins and Wagner",Malaysia,8501,Public,,Financials
699,Morgan Inc,Hongkong,,Public,687305,Construction
700,Kramer PLC,Singapore,,Public,442607,Oil & Gas
701,Castillo PLC,Thailand,290,Private,240839,Education
702,"Harvey, Robbins and Mcdaniel",Hongkong,3293,Private,,Oil & Gas
703,Gonzales and Sons,Malaysia,,Public,717168,Oil & Gas
704,"Pratt, Robbins and Nelson",Singapore,7653,Public,,Financials
705,Sosa Group,Thailand,7733,Public,,Financials
706,Stephens LLC,Singapore,5702,Private,,Construction
707,Cabrera-Sandoval,Malaysia,,Public,196179,Healthcare
708,Harrington LLC,Thailand,7768,Public,73406731,Oil & Gas
709,"Mclaughlin, Marshall and Crawford",Singapore,216,Private,578299,Financials
710,"Robinson, Riley and Reeves",Thailand,8367,Public,,Education
711,Butler-Mckinney,Thailand,,Public,501290,Healthcare
712,"Long, Butler and Wiggins",Hongkong,3160,Public,,Education
713,Hardin LLC,Singapore,,Private,997721,Financials
714,"Malone, Quinn and Knight",Hongkong,149,Private,120749,Oil & Gas
715,Carlson-Reyes,Singapore,,Public,398462,Healthcare
716,Nelson-Church,Hongkong,,Public,994663,Information Technology
717,"Haynes, Parker and Peterson",Thailand,5574,Public,54066795,Financials
718,"Miller, Harvey and Blake",Thailand,4953,Private,,Healthcare
719,"Hicks, Macias and Parker",Malaysia,117,Private,471671,Information Technology
720,Hart-Ryan,Thailand,117,Private,254371,Education
721,"Johnson, Ward and Clark",Singapore,7994,Public,33328175,Oil & Gas
722,Montoya PLC,Malaysia,9242,Public,,Information Technology
723,Velazquez Ltd,Thailand,273,Private,448038,Financials
724,Smith-Hurley,Thailand,3709,Public,19027527,Education
725,"Scott, Compton and Bennett",Thailand,,Private,221454,Healthcare
726,Elliott PLC,Malaysia,343,Private,243513,Healthcare
727,Larson LLC,Hongkong,914,Public,,Information Technology
728,Wilson-Johnson,Thailand,3313,Public,,Construction
729,Mcguire Group,Hongkong,195,Private,741215,Information Technology
730,Bradley-Jackson,Thailand,,Private,411846,Construction
731,Moyer-Bird,Malaysia,286,Private,501736,Oil & Gas
732,"Davis, Gray and Mathis",Hongkong,,Private,676461,Construction
